"severity","issueId","issueDescription","wcagConformance","url","context","howToFix","learnMore"
"mustFix","image-alt","Images must have alternate text","wcag111","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<img class=""img-responsive"" src=""https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-08/usnews-northern-vermont-2023-2024.png"" style=""margin-top: -5px"">","Fix any of the following:   Element does not have an alt attribute   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute   Element's default semantics were not overridden with role=""none"" or role=""presentation""","https://dequeuniversity.com/rules/axe/4.8/image-alt?application=purple-hats"
"mustFix","image-alt","Images must have alternate text","wcag111","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<img class=""img-responsive"" src=""https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-08/usnews-northern-vermont-2023-2024.png"" style=""margin-top: -5px"">","Fix any of the following:   Element does not have an alt attribute   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute   Element's default semantics were not overridden with role=""none"" or role=""presentation""","https://dequeuniversity.com/rules/axe/4.8/image-alt?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/doctors","<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""0c56d588-6062-4839-9482-8373a777d21c"" href=""/research-and-education"" title=""Research and Education"">research</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a data-entity-substitution=""media"" data-entity-type=""media"" data-entity-uuid=""febd5fdb-6594-452d-ae43-b1ddafbfa533"" href=""https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/migrate_files/rtc_transfer_info.pdf?VersionId=TbRLDcuFmQ.ywspL3la75GqQSCq.Edyt"" target=""_blank"" title=""rtc_transfer_info.pdf"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/CVMC/mychart"" target=""_blank"">Click here to view practices currently using Epic</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/CVPHMyChart"" target=""_blank"">Click here to view practices currently using Epic</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/PMC/mychart"" target=""_blank"">Click here to view practices currently using Epic</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/CVMC/mychart"" target=""_blank"">Click here to view practices currently using MyChart</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/CVPHMyChart"" target=""_blank"">Click here to view practices currently using MyChart</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a href=""http://www.uvmhealth.org/PMC/mychart"" target=""_blank"">Click here to view practices currently using MyChart</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-medical-professionals","<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""ab5aa47d-b92e-462e-b63a-ce856a80eece"" href=""/mychart"" title=""MyChart"">Click here</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-network-employees","<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""f8435cd3-8cd1-4796-b979-5cfe4f5c2a9e"" href=""/medcenter/for-employees"" title=""For Employees"">UVM Medical Center For Employees</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-network-employees","<a href=""https://www.cvmc.org/about-cvmc"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-network-employees","<a href=""https://www.portermedical.org/"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-network-employees","<a href=""http://www.alicehyde.com/About-Us/For-Employees"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/for-network-employees","<a href=""https://www.vnacares.org/staff-portal/"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<a href=""https://fahc.sharepoint.com/teams/DMO"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/research-and-education","<a href=""http://www.med.uvm.edu/"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/research-and-education","<a href=""http://www.uvm.edu/cnhs/"" class=""ext"" data-extlink="""" rel=""noreferrer"">","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-in-text-block","Links must be distinguishable without relying on color","wcag141","https://www.uvmhealth.org/research-and-education","<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""766bfaa4-21d2-41c8-bdc1-ab36a5535b54"" href=""/medcenter/about-uvm-medical-center/partnerships/alliance-with-university-of-vermont"" title=""Alliance with University of Vermont"">strong partnership</a>","Fix any of the following:   The link has insufficient color contrast of 2.48:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0072bc, surrounding text: #333333)   The link has no styling (such as underline) to distinguish it from the surrounding text","https://dequeuniversity.com/rules/axe/4.8/link-in-text-block?application=purple-hats"
"mustFix","link-name","Links must have discernible text","wcag244,wcag412","https://www.uvmhealth.org/medcenter","<a href="""">  </a>","Fix all of the following:   Element is in tab order and does not have accessible text  Fix any of the following:   Element does not have text that is visible to screen readers   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/link-name?application=purple-hats"
"mustFix","link-name","Links must have discernible text","wcag244,wcag412","https://www.uvmhealth.org/violence","<a class=""no-extlink ext"" href=""https://fb.watch/o1bPjKCF6N/"" rel=""noopener noreferrer"" target=""_blank"" data-extlink="""">","Fix all of the following:   Element is in tab order and does not have accessible text  Fix any of the following:   Element does not have text that is visible to screen readers   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/link-name?application=purple-hats"
"mustFix","link-name","Links must have discernible text","wcag244,wcag412","https://www.uvmhealth.org/violence","<a class=""no-extlink ext"" href=""https://www.instagram.com/reel/CyyYiHmOmC2/?utm_source=ig_web_copy_link&amp;igshid=MzRlODBiNWFlZA=="" rel=""noopener noreferrer"" target=""_blank"" data-extlink="""">","Fix all of the following:   Element is in tab order and does not have accessible text  Fix any of the following:   Element does not have text that is visible to screen readers   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/link-name?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://mychart.uvmhealth.org/","<ul class=""features row"">","Fix all of the following:   List element has direct children that are not allowed: br","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","list","<ul> and <ol> must only directly contain <li>, <script> or <template> elements","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<ul class=""nav_child_wrap"">","Fix all of the following:   List element has direct children that are not allowed: div","https://dequeuniversity.com/rules/axe/4.8/list?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/clinical-trials-and-research","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","listitem","<li> elements must be contained in a <ul> or <ol>","wcag131","https://www.uvmhealth.org/medcenter/wellness-resources/online-tools-and-information","<li class=""title nav_parent first last"">","Fix any of the following:   List item does not have a <ul>, <ol> parent element","https://dequeuniversity.com/rules/axe/4.8/listitem?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""hero-image"" style=""background-image: url('https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-09/ed-violence-hero-banner.jpg?VersionId=KhP0OAet6ydsHilTVdWdVrGSSus2DHHl');"" role=""img"">  </div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div role=""img"" style=""background-image: url('https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-09/ed-team-working-dark.png?VersionId=Xj93G9FiKfvOjzWs4p69W3Ks7NcH_IrQ');height: 200px;text-align: center;padding: 45px;"">","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://zencloud-uvmhn.s3.amazonaws.com/website.stage.uvmhn.zensource.site/assets/2023-10/julie-vieth-headshot.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://zencloud-uvmhn.s3.amazonaws.com/website.stage.uvmhn.zensource.site/assets/2023-10/laura-mulvey-portrait.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://zencloud-uvmhn.s3.amazonaws.com/website.stage.uvmhn.zensource.site/assets/2023-10/abdul-kadir-portrait.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://zencloud-uvmhn.s3.amazonaws.com/website.stage.uvmhn.zensource.site/assets/2023-10/portrait-alex-dees.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://d2ubrtwy6ww54e.cloudfront.net/www.uvmhealth.org/assets/2023-10/amal-hussein-cpsa-portrait.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"mustFix","role-img-alt","[role=""img""] elements must have an alternative text","wcag111","https://www.uvmhealth.org/violence","<div class=""mc-image"" role=""img"" style=""background-image: url('https://zencloud-uvmhn.s3.amazonaws.com/website.stage.uvmhn.zensource.site/assets/2023-10/portrait-matt-looft.jpg');"">&nbsp;</div>","Fix any of the following:   aria-label attribute does not exist or is empty   aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty   Element has no title attribute","https://dequeuniversity.com/rules/axe/4.8/role-img-alt?application=purple-hats"
"goodToFix","aria-allowed-role","ARIA role should be appropriate for the element","best-practice","https://www.uvmhealth.org/careers","<ul id=""top-slider"" class=""active carousel with-slidenav"" role=""region"" aria-label=""hero banner carousel"">","Fix any of the following:   ARIA role region is not allowed for given element","https://dequeuniversity.com/rules/axe/4.8/aria-allowed-role?application=purple-hats"
"goodToFix","aria-allowed-role","ARIA role should be appropriate for the element","best-practice","https://www.uvmhealth.org/careers","<li role=""group"" id=""slide1"" class=""current slide"" aria-label=""slide 1 of 5"">               <div class=""inner"">              <div class=""copy"">                 <h2>When you care <br>this much...<br>make it your career</h2>                </div>              </div>              </li>","Fix any of the following:   ARIA role group is not allowed for given element","https://dequeuniversity.com/rules/axe/4.8/aria-allowed-role?application=purple-hats"
"goodToFix","aria-allowed-role","ARIA role should be appropriate for the element","best-practice","https://www.uvmhealth.org/careers","<li role=""group"" id=""slide3"" class=""slide"" aria-label=""slide 3 of 5"">","Fix any of the following:   ARIA role group is not allowed for given element","https://dequeuniversity.com/rules/axe/4.8/aria-allowed-role?application=purple-hats"
"goodToFix","aria-allowed-role","ARIA role should be appropriate for the element","best-practice","https://www.uvmhealth.org/careers","<li role=""group"" id=""slide4"" class=""slide"" aria-label=""slide 4 of 5"">","Fix any of the following:   ARIA role group is not allowed for given element","https://dequeuniversity.com/rules/axe/4.8/aria-allowed-role?application=purple-hats"
"goodToFix","heading-order","Heading levels should only increase by one","best-practice","https://www.uvmhealth.org/careers","<h4>Case Manager III</h4>","Fix any of the following:   Heading order invalid","https://dequeuniversity.com/rules/axe/4.8/heading-order?application=purple-hats"
"goodToFix","heading-order","Heading levels should only increase by one","best-practice","https://www.uvmhealth.org/for-network-employees","<h4>Service Now</h4>","Fix any of the following:   Heading order invalid","https://dequeuniversity.com/rules/axe/4.8/heading-order?application=purple-hats"
"goodToFix","landmark-one-main","Document should have one main landmark","best-practice","https://www.uvmhealth.org/","<html lang=""en"" dir=""ltr"" prefix=""content: http://purl.org/rss/1.0/modules/content/  dc: http://purl.org/dc/terms/  foaf: http://xmlns.com/foaf/0.1/  og: http://ogp.me/ns#  rdfs: http://www.w3.org/2000/01/rdf-schema#  schema: http://schema.org/  sioc: http://rdfs.org/sioc/ns#  sioct: http://rdfs.org/sioc/types#  skos: http://www.w3.org/2004/02/skos/core#  xsd: http://www.w3.org/2001/XMLSchema# "" class=""js crjs"" style=""height: 100%;"">","Fix all of the following:   Document does not have a main landmark","https://dequeuniversity.com/rules/axe/4.8/landmark-one-main?application=purple-hats"
"goodToFix","landmark-one-main","Document should have one main landmark","best-practice","https://www.uvmhealth.org/about-uvm-health-network","<html lang=""en"" dir=""ltr"" prefix=""content: http://purl.org/rss/1.0/modules/content/  dc: http://purl.org/dc/terms/  foaf: http://xmlns.com/foaf/0.1/  og: http://ogp.me/ns#  rdfs: http://www.w3.org/2000/01/rdf-schema#  schema: http://schema.org/  sioc: http://rdfs.org/sioc/ns#  sioct: http://rdfs.org/sioc/types#  skos: http://www.w3.org/2004/02/skos/core#  xsd: http://www.w3.org/2001/XMLSchema# "" class=""crjs js"">","Fix all of the following:   Document does not have a main landmark","https://dequeuniversity.com/rules/axe/4.8/landmark-one-main?application=purple-hats"
"goodToFix","landmark-one-main","Document should have one main landmark","best-practice","https://www.uvmhealth.org/doctors","<html lang=""en"" dir=""ltr"" prefix=""content: http://purl.org/rss/1.0/modules/content/  dc: http://purl.org/dc/terms/  foaf: http://xmlns.com/foaf/0.1/  og: http://ogp.me/ns#  rdfs: http://www.w3.org/2000/01/rdf-schema#  schema: http://schema.org/  sioc: http://rdfs.org/sioc/ns#  sioct: http://rdfs.org/sioc/types#  skos: http://www.w3.org/2004/02/skos/core#  xsd: http://www.w3.org/2001/XMLSchema# "" class=""js crjs"">","Fix all of the following:   Document does not have a main landmark","https://dequeuniversity.com/rules/axe/4.8/landmark-one-main?application=purple-hats"
